step,t_ms,e0,e1,e2,e3,e4,e5,e6,e7
146,1.4600,-3.3514331030e-01,-3.0235769963e-01,-2.7208495994e-01,-2.4235082085e-01,-2.6873903233e-01,-2.5011534266e-01,-2.3227931068e-01,-2.1411714647e-01
147,1.4700,-3.3970418631e-01,-3.0648440139e-01,-2.7580715327e-01,-2.4567232537e-01,-2.7241747651e-01,-2.5354085977e-01,-2.3546146971e-01,-2.1705037568e-01
148,1.4800,-3.4426506232e-01,-3.1061110316e-01,-2.7952934661e-01,-2.4899382989e-01,-2.7609592070e-01,-2.5696637687e-01,-2.3864362874e-01,-2.1998360490e-01
149,1.4900,-3.4881101550e-01,-3.1472468535e-01,-2.8324000630e-01,-2.5230527542e-01,-2.7976304109e-01,-2.6038142643e-01,-2.4181611113e-01,-2.2290793195e-01
150,1.5000,-3.5333897263e-01,-3.1882244613e-01,-2.8693675714e-01,-2.5560459042e-01,-2.8341650568e-01,-2.6378385278e-01,-2.4497692408e-01,-2.2582152354e-01
151,1.5100,-3.5781889190e-01,-3.2288487286e-01,-2.9060791667e-01,-2.5888617037e-01,-2.8704581931e-01,-2.6716629555e-01,-2.4812131030e-01,-2.2872189403e-01
152,1.5200,-3.6223995681e-01,-3.2689496061e-01,-2.9423250373e-01,-2.6212658635e-01,-2.9062929740e-01,-2.7050609324e-01,-2.5122601176e-01,-2.3158549583e-01
153,1.5300,-3.6658986769e-01,-3.3084246867e-01,-2.9780201974e-01,-2.6531889300e-01,-2.9415868245e-01,-2.7379586300e-01,-2.5428442720e-01,-2.3440646717e-01
154,1.5400,-3.7092759559e-01,-3.3477895784e-01,-3.0136156626e-01,-2.6850223381e-01,-2.9767822723e-01,-2.7707639538e-01,-2.5733417212e-01,-2.3721933397e-01
155,1.5500,-3.7525188725e-01,-3.3870306802e-01,-3.0490972663e-01,-2.7167517389e-01,-3.0118650159e-01,-2.8034626422e-01,-2.6037383509e-01,-2.4002271030e-01
156,1.5600,-3.7964040763e-01,-3.4268255608e-01,-3.0850576217e-01,-2.7488924307e-01,-3.0474164903e-01,-2.8365913300e-01,-2.6345298792e-01,-2.4286220011e-01
157,1.5700,-3.8401151048e-01,-3.4664673308e-01,-3.1208833652e-01,-2.7809157022e-01,-3.0828357651e-01,-2.8695978554e-01,-2.6652084901e-01,-2.4569130176e-01
158,1.5800,-3.8830189754e-01,-3.5053968673e-01,-3.1560806224e-01,-2.8123886694e-01,-3.1176374642e-01,-2.9020325182e-01,-2.6953575008e-01,-2.4847158856e-01
159,1.5900,-3.9386936151e-01,-3.5558734479e-01,-3.2016898127e-01,-2.8531555691e-01,-3.1627243091e-01,-2.9440542806e-01,-2.7344248538e-01,-2.5207561993e-01
160,1.6000,-3.9951894239e-01,-3.6070984663e-01,-3.2479771161e-01,-2.8945284686e-01,-3.2084824943e-01,-2.9867002114e-01,-2.7740701734e-01,-2.5573263942e-01
161,1.6100,-4.0509018707e-01,-3.6576322168e-01,-3.2936543171e-01,-2.9353669389e-01,-3.2536411726e-01,-3.0287908403e-01,-2.8132010494e-01,-2.5934222058e-01
162,1.6200,-4.1066143175e-01,-3.7081659673e-01,-3.3393315181e-01,-2.9762054093e-01,-3.2987998509e-01,-3.0708814693e-01,-2.8523319254e-01,-2.6295180174e-01
163,1.6300,-4.1623267644e-01,-3.7586997178e-01,-3.3850087191e-01,-3.0170438797e-01,-3.3439585293e-01,-3.1129720984e-01,-2.8914628015e-01,-2.6656138291e-01
164,1.6400,-4.2180392113e-01,-3.8092334684e-01,-3.4306859201e-01,-3.0578823502e-01,-3.3891172077e-01,-3.1550627274e-01,-2.9305936776e-01,-2.7017096408e-01
165,1.6500,-4.2732856715e-01,-3.8593558781e-01,-3.4760001037e-01,-3.0984030001e-01,-3.4339191654e-01,-3.1968230695e-01,-2.9694187233e-01,-2.7375236239e-01
166,1.6600,-4.3276954629e-01,-3.9087381885e-01,-3.5206597120e-01,-3.1383492165e-01,-3.4780776252e-01,-3.2379869159e-01,-3.0076908046e-01,-2.7728274174e-01
167,1.6700,-4.3819602888e-01,-3.9579886053e-01,-3.5651992817e-01,-3.1781868071e-01,-3.5221174786e-01,-3.2790390680e-01,-3.0458577178e-01,-2.8080325876e-01
168,1.6800,-4.4360492086e-01,-4.0070678815e-01,-3.6095738228e-01,-3.2178669030e-01,-3.5659926857e-01,-3.3199319162e-01,-3.0838708896e-01,-2.8430901085e-01
169,1.6900,-4.4905235134e-01,-4.0564786014e-01,-3.6542343716e-01,-3.2577923977e-01,-3.6101478474e-01,-3.3610814089e-01,-3.1221196626e-01,-2.8783630613e-01
170,1.7000,-4.5444643782e-01,-4.1054050695e-01,-3.6984554055e-01,-3.2973215125e-01,-3.6538689480e-01,-3.4018228794e-01,-3.1599849914e-01,-2.9132772028e-01
171,1.7100,-4.5961888124e-01,-4.1523390187e-01,-3.7408885479e-01,-3.3352616510e-01,-3.6958254828e-01,-3.4409229607e-01,-3.1963262006e-01,-2.9467859261e-01
172,1.7200,-4.6426218377e-01,-4.1945171177e-01,-3.7790554121e-01,-3.3694115842e-01,-3.7335714338e-01,-3.4761074794e-01,-3.2290328014e-01,-2.9769445147e-01
173,1.7300,-4.6885317030e-01,-4.2362302722e-01,-3.8168092584e-01,-3.4031974949e-01,-3.7709110649e-01,-3.5109145028e-01,-3.2613887263e-01,-3.0067788971e-01
174,1.7400,-4.7343203206e-01,-4.2778356709e-01,-3.8544673836e-01,-3.4368990396e-01,-3.8081565271e-01,-3.5456340378e-01,-3.2936633783e-01,-3.0365381413e-01
175,1.7500,-4.7800855477e-01,-4.3194079077e-01,-3.8920854419e-01,-3.4705556768e-01,-3.8453607058e-01,-3.5803101968e-01,-3.3258932413e-01,-3.0662517358e-01
176,1.7600,-4.8255338877e-01,-4.3606930955e-01,-3.9294438159e-01,-3.5039791691e-01,-3.8823085531e-01,-3.6147460225e-01,-3.3578978712e-01,-3.0957552238e-01
177,1.7700,-4.8703210285e-01,-4.4013817572e-01,-3.9662640671e-01,-3.5369204376e-01,-3.9187255202e-01,-3.6486844539e-01,-3.3894365634e-01,-3.1248241465e-01
178,1.7800,-4.9148996599e-01,-4.4418813801e-01,-4.0029129495e-01,-3.5697073398e-01,-3.9549732846e-01,-3.6824639225e-01,-3.4208259506e-01,-3.1537534355e-01
179,1.7900,-4.9594782912e-01,-4.4823810030e-01,-4.0395618319e-01,-3.6024942421e-01,-3.9912210490e-01,-3.7162433911e-01,-3.4522153377e-01,-3.1826827246e-01
180,1.8000,-5.0040569224e-01,-4.5228806258e-01,-4.0762107143e-01,-3.6352811443e-01,-4.0274688134e-01,-3.7500228597e-01,-3.4836047249e-01,-3.2116120136e-01
181,1.8100,-5.0590025888e-01,-4.5727763961e-01,-4.1213492117e-01,-3.6756599124e-01,-4.0721046885e-01,-3.7916298618e-01,-3.5222825700e-01,-3.2472791398e-01
182,1.8200,-5.1174983669e-01,-4.6258962531e-01,-4.1694055441e-01,-3.7186513505e-01,-4.1196248449e-01,-3.8359291395e-01,-3.5634673882e-01,-3.2852632729e-01
183,1.8300,-5.1747569718e-01,-4.6779118510e-01,-4.2164766081e-01,-3.7607701546e-01,-4.1661750539e-01,-3.8793248476e-01,-3.6038106074e-01,-3.3224671615e-01
184,1.8400,-5.2317715151e-01,-4.7297086958e-01,-4.2633517126e-01,-3.8027147264e-01,-4.2125321894e-01,-3.9225403838e-01,-3.6439857353e-01,-3.3595149613e-01
185,1.8500,-5.2894059005e-01,-4.7820489863e-01,-4.3107040912e-01,-3.8450757904e-01,-4.2593579289e-01,-3.9661891749e-01,-3.6845616758e-01,-3.3969319685e-01
186,1.8600,-5.3473759413e-01,-4.8346845184e-01,-4.3583167174e-01,-3.8876649326e-01,-4.3064393764e-01,-4.0100748835e-01,-3.7253572749e-01,-3.4345517986e-01
187,1.8700,-5.4047450389e-01,-4.8867890836e-01,-4.4054607998e-01,-3.9298442860e-01,-4.3530605564e-01,-4.0535344978e-01,-3.7657585617e-01,-3.4718086273e-01
188,1.8800,-5.4620588766e-01,-4.9388432608e-01,-4.4525589393e-01,-3.9719819996e-01,-4.3996363267e-01,-4.0969513172e-01,-3.8061195288e-01,-3.5090276251e-01
189,1.8900,-5.5180483910e-01,-4.9896937785e-01,-4.4985632052e-01,-4.0131317764e-01,-4.4451315222e-01,-4.1393516671e-01,-3.8455245587e-01,-3.5453513882e-01
190,1.9000,-5.5735802989e-01,-5.0401267946e-01,-4.5441865527e-01,-4.0539360442e-01,-4.4902501765e-01,-4.1813970116e-01,-3.8845949697e-01,-3.5813610315e-01
191,1.9100,-5.6291420909e-01,-5.0905863311e-01,-4.5898334727e-01,-4.0947611422e-01,-4.5353920255e-01,-4.2234639371e-01,-3.9236854687e-01,-3.6173892958e-01
192,1.9200,-5.6850027248e-01,-5.1413110727e-01,-4.6357161186e-01,-4.1357945426e-01,-4.5807658219e-01,-4.2657466734e-01,-3.9629768481e-01,-3.6536037700e-01
193,1.9300,-5.7406966913e-01,-5.1918872331e-01,-4.6814664712e-01,-4.1767111404e-01,-4.6260094448e-01,-4.3079083331e-01,-4.0021556647e-01,-3.6897141257e-01
194,1.9400,-5.7959159588e-01,-5.2420402078e-01,-4.7268400287e-01,-4.2172950635e-01,-4.6708823103e-01,-4.3497251453e-01,-4.0410138825e-01,-3.7255279336e-01
195,1.9500,-5.8506206255e-01,-5.2917251306e-01,-4.7717880306e-01,-4.2574945555e-01,-4.7153347813e-01,-4.3911464377e-01,-4.0795001126e-01,-3.7609933892e-01
196,1.9600,-5.9043328772e-01,-5.3405072900e-01,-4.8159151021e-01,-4.2969522976e-01,-4.7589762529e-01,-4.4318046362e-01,-4.1172685643e-01,-3.7957865791e-01
197,1.9700,-5.9578526354e-01,-5.3891143126e-01,-4.8598829067e-01,-4.3362661492e-01,-4.8024603922e-01,-4.4723147930e-01,-4.1548977738e-01,-3.8304493737e-01
198,1.9800,-6.0112321863e-01,-5.4375939166e-01,-4.9037349801e-01,-4.3754755858e-01,-4.8458302319e-01,-4.5127174746e-01,-4.1924259686e-01,-3.8650176449e-01
199,1.9900,-6.0648689917e-01,-5.4863003974e-01,-4.9477873964e-01,-4.4148607912e-01,-4.8893969653e-01,-4.5533026869e-01,-4.2301234492e-01,-3.8997422367e-01
200,2.0000,-6.1185818185e-01,-5.5350739227e-01,-4.9918990161e-01,-4.4542979382e-01,-4.9330218828e-01,-4.5939418390e-01,-4.2678709554e-01,-3.9345130229e-01
201,2.0100,-6.1717555588e-01,-5.5834684482e-01,-5.0357545574e-01,-4.4935775111e-01,-4.9764102767e-01,-4.6343943117e-01,-4.3054743186e-01,-3.9691778057e-01
202,2.0200,-6.2243936896e-01,-5.6313922236e-01,-5.0791968370e-01,-4.5324976460e-01,-5.0193928704e-01,-4.6744724958e-01,-4.3427324282e-01,-4.0035257207e-01
203,2.0300,-6.2764110584e-01,-5.6787502155e-01,-5.1221249818e-01,-4.5709547162e-01,-5.0618676709e-01,-4.7140737452e-01,-4.3795430252e-01,-4.0374558530e-01
204,2.0400,-6.3285299617e-01,-5.7261807236e-01,-5.1651026766e-01,-4.6094423331e-01,-5.1043885964e-01,-4.7537110386e-01,-4.4163811089e-01,-4.0714058386e-01
205,2.0500,-6.3810064077e-01,-5.7739246959e-01,-5.2083554901e-01,-4.6481697070e-01,-5.1471796123e-01,-4.7935978507e-01,-4.4534498021e-01,-4.1055679870e-01
206,2.0600,-6.4327335810e-01,-5.8209999499e-01,-5.2510118768e-01,-4.6863692850e-01,-5.1893833110e-01,-4.8329381197e-01,-4.4900099005e-01,-4.1392590353e-01
207,2.0700,-6.4964656514e-01,-5.8789816210e-01,-5.3035439642e-01,-4.7334187735e-01,-5.2413502810e-01,-4.8813957497e-01,-4.5350658825e-01,-4.1808105666e-01
208,2.0800,-6.5617231469e-01,-5.9383581836e-01,-5.3573457264e-01,-4.7816105047e-01,-5.2945743941e-01,-4.9310280728e-01,-4.5812161992e-01,-4.2233732066e-01
209,2.0900,-6.6262833567e-01,-5.9971065105e-01,-5.4105817446e-01,-4.8292963354e-01,-5.3472405509e-01,-4.9801382212e-01,-4.6268779157e-01,-4.2654806836e-01
210,2.1000,-6.6904608435e-01,-6.0555029548e-01,-5.4634947954e-01,-4.8766878692e-01,-5.3995871362e-01,-5.0289464053e-01,-4.6722545305e-01,-4.3073201954e-01
211,2.1100,-6.7549543010e-01,-6.1141637723e-01,-5.5166286300e-01,-4.9242612945e-01,-5.4521484715e-01,-5.0779474285e-01,-4.7178043212e-01,-4.3493141931e-01
212,2.1200,-6.8151673913e-01,-6.1689735360e-01,-5.5663040039e-01,-4.9687572681e-01,-5.5012973162e-01,-5.1237696132e-01,-4.7603969664e-01,-4.3885745499e-01
213,2.1300,-6.8693514699e-01,-6.2184065746e-01,-5.6111889493e-01,-5.0090241588e-01,-5.5457229399e-01,-5.1652146847e-01,-4.7989386229e-01,-4.4241109341e-01
214,2.1400,-6.9232268000e-01,-6.2675612812e-01,-5.6558213501e-01,-5.0490612512e-01,-5.5899002303e-01,-5.2064230366e-01,-4.8372536219e-01,-4.4594297553e-01
215,2.1500,-6.9774913930e-01,-6.3170416249e-01,-5.7007262849e-01,-5.0893240318e-01,-5.6343427608e-01,-5.2478702058e-01,-4.8757838714e-01,-4.4949415504e-01
216,2.1600,-7.0320892635e-01,-6.3668171624e-01,-5.7458929616e-01,-5.1298174019e-01,-5.6790427142e-01,-5.2895565186e-01,-4.9145363525e-01,-4.5306589677e-01
217,2.1700,-7.0865544250e-01,-6.4164691109e-01,-5.7909447050e-01,-5.1702045339e-01,-5.7236286925e-01,-5.3311343122e-01,-4.9531855912e-01,-4.5662785599e-01
218,2.1800,-7.1400361413e-01,-6.4652401785e-01,-5.8352086921e-01,-5.2098931630e-01,-5.7674388626e-01,-5.3719890772e-01,-4.9911613485e-01,-4.6012739710e-01
219,2.1900,-7.1932207888e-01,-6.5137413151e-01,-5.8792275975e-01,-5.2493608086e-01,-5.8110069657e-01,-5.4126163576e-01,-5.0289234080e-01,-4.6360695224e-01
220,2.2000,-7.2458147659e-01,-6.5617049959e-01,-5.9227578216e-01,-5.2883871426e-01,-5.8540922511e-01,-5.4527895825e-01,-5.0662586197e-01,-4.6704655559e-01
221,2.2100,-7.2981832594e-01,-6.6094607960e-01,-5.9660971809e-01,-5.3272399032e-01,-5.8969885855e-01,-5.4927846392e-01,-5.1034260143e-01,-4.7047043177e-01
222,2.2200,-7.3516621676e-01,-6.6581940832e-01,-6.0102978003e-01,-5.3668462556e-01,-5.9407310105e-01,-5.5335629650e-01,-5.1413187833e-01,-4.7396118336e-01
223,2.2300,-7.4051050861e-01,-6.7068948786e-01,-6.0544692130e-01,-5.4064266344e-01,-5.9844446649e-01,-5.5743144174e-01,-5.1791864934e-01,-4.7744961233e-01
224,2.2400,-7.4638813904e-01,-6.7604558106e-01,-6.1030528275e-01,-5.4499700626e-01,-6.0325216590e-01,-5.6191460541e-01,-5.2208603906e-01,-4.8129050617e-01
225,2.2500,-7.5312560620e-01,-6.8218404745e-01,-6.1587299378e-01,-5.4998775644e-01,-6.0876115388e-01,-5.6705326131e-01,-5.2686469244e-01,-4.8569730633e-01
226,2.2600,-7.5976130578e-01,-6.8823149020e-01,-6.2135946175e-01,-5.5490664915e-01,-6.1419016150e-01,-5.7211747448e-01,-5.3157410157e-01,-4.9004003257e-01
227,2.2700,-7.6631904689e-01,-6.9420804645e-01,-6.2678155498e-01,-5.5976751133e-01,-6.1955559305e-01,-5.7712193883e-01,-5.3622739368e-01,-4.9433029817e-01
228,2.2800,-7.7283383054e-01,-7.0014493018e-01,-6.3216702100e-01,-5.6459474324e-01,-6.2488474499e-01,-5.8209198077e-01,-5.4084803998e-01,-4.9858972349e-01
229,2.2900,-7.7924703784e-01,-7.0598983017e-01,-6.3746928812e-01,-5.6934727503e-01,-6.3013179627e-01,-5.8698500847e-01,-5.4539648054e-01,-5.0278176306e-01
230,2.3000,-7.8564859953e-01,-7.1182437405e-01,-6.4276237066e-01,-5.7409174281e-01,-6.3536981769e-01,-5.9186966109e-01,-5.4993715992e-01,-5.0696665067e-01
231,2.3100,-7.9196695418e-01,-7.1758316605e-01,-6.4798657171e-01,-5.7877403210e-01,-6.4053978436e-01,-5.9669032993e-01,-5.5441771392e-01,-5.1109529502e-01
232,2.3200,-7.9831175270e-01,-7.2336450265e-01,-6.5323002221e-01,-5.8347262477e-01,-6.4572855897e-01,-6.0152812061e-01,-5.5891387400e-01,-5.1523810008e-01
233,2.3300,-8.0463933008e-01,-7.2912988863e-01,-6.5845870321e-01,-5.8815761391e-01,-6.5090269683e-01,-6.0635200107e-01,-5.6339682031e-01,-5.1936840077e-01
234,2.3400,-8.1086282658e-01,-7.3479928370e-01,-6.6359890839e-01,-5.9276153141e-01,-6.5598922622e-01,-6.1109284532e-01,-5.6780110692e-01,-5.2342448329e-01
235,2.3500,-8.1705804039e-01,-7.4044316198e-01,-6.6871620607e-01,-5.9734511793e-01,-6.6105318935e-01,-6.1581264375e-01,-5.7218579597e-01,-5.2746243355e-01
236,2.3600,-8.2325445186e-01,-7.4608698420e-01,-6.7383251173e-01,-6.0192699851e-01,-6.6611600874e-01,-6.2053095079e-01,-5.7656872216e-01,-5.3149840481e-01
237,2.3700,-8.2941362679e-01,-7.5169620014e-01,-6.7891674274e-01,-6.0647937523e-01,-6.7114703395e-01,-6.2521907672e-01,-5.8092302843e-01,-5.3550735934e-01
238,2.3800,-8.3558436405e-01,-7.5731584825e-01,-6.8401039393e-01,-6.1104021009e-01,-6.7618735421e-01,-6.2991592126e-01,-5.8528551303e-01,-5.3952395427e-01
239,2.3900,-8.4172623640e-01,-7.6290873774e-01,-6.8907924931e-01,-6.1557819120e-01,-6.8120309856e-01,-6.3458940164e-01,-5.8962579648e-01,-5.4351953410e-01
240,2.4000,-8.4786755926e-01,-7.6850111784e-01,-6.9414763266e-01,-6.2011573725e-01,-6.8621837506e-01,-6.3926243725e-01,-5.9396565730e-01,-5.4751471386e-01
241,2.4100,-8.5396135081e-01,-7.7404995683e-01,-6.9917618308e-01,-6.2461709757e-01,-6.9119426496e-01,-6.4389830529e-01,-5.9827047088e-01,-5.5147699585e-01
242,2.4200,-8.5948606769e-01,-7.7908328119e-01,-7.0373880490e-01,-6.2870123727e-01,-6.9570991133e-01,-6.4810407309e-01,-6.0217402250e-01,-5.5506732228e-01
243,2.4300,-8.6461894201e-01,-7.8376214706e-01,-7.0798154893e-01,-6.3249944354e-01,-6.9990963401e-01,-6.5201493903e-01,-6.0580276816e-01,-5.5840325163e-01
244,2.4400,-8.6977414489e-01,-7.8846027847e-01,-7.1224091360e-01,-6.3631185950e-01,-7.0412561692e-01,-6.5594068896e-01,-6.0944514179e-01,-5.6175159470e-01
245,2.4500,-8.7499616585e-01,-7.9321786823e-01,-7.1655320599e-01,-6.4017106487e-01,-7.0839368840e-01,-6.5991491235e-01,-6.1313262735e-01,-5.6514173275e-01
246,2.4600,-8.8027277232e-01,-7.9802469844e-01,-7.2090994233e-01,-6.4407014702e-01,-7.1270560967e-01,-6.6393025029e-01,-6.1685866225e-01,-5.6856786519e-01
247,2.4700,-8.8556469395e-01,-8.0284536363e-01,-7.2527918384e-01,-6.4798046636e-01,-7.1702987208e-01,-6.6795716857e-01,-6.2059556331e-01,-5.7200415175e-01
248,2.4800,-8.9080635519e-01,-8.0762009176e-01,-7.2960650082e-01,-6.5185280339e-01,-7.2131268784e-01,-6.7194504585e-01,-6.2429571366e-01,-5.7540600197e-01
249,2.4900,-8.9600193207e-01,-8.1235148814e-01,-7.3389315272e-01,-6.5568721192e-01,-7.2555510964e-01,-6.7589429223e-01,-6.2795895481e-01,-5.7877272882e-01
250,2.5000,-9.0117836134e-01,-8.1706426929e-01,-7.3816180901e-01,-6.5950435994e-01,-7.2977956711e-01,-6.7982610929e-01,-6.3160531958e-01,-5.8212318372e-01
251,2.5100,-9.0766916480e-01,-8.2299138212e-01,-7.4354588008e-01,-6.6433406157e-01,-7.3510930921e-01,-6.8479696518e-01,-6.3622561317e-01,-5.8637971639e-01
252,2.5200,-9.1404237611e-01,-8.2881341976e-01,-7.4883652405e-01,-6.6908169629e-01,-7.4034715195e-01,-6.8968259901e-01,-6.4076698539e-01,-5.9056361665e-01
253,2.5300,-9.2045937781e-01,-8.3467306157e-01,-7.5415949273e-01,-6.7385689045e-01,-7.4561661700e-01,-6.9459711393e-01,-6.4533476230e-01,-5.9477154817e-01
254,2.5400,-9.2682075098e-01,-8.4048088247e-01,-7.5943424261e-01,-6.7858747898e-01,-7.5083825764e-01,-6.9946607860e-01,-6.4985918680e-01,-5.9893838318e-01
255,2.5500,-9.3309675077e-01,-8.4621218927e-01,-7.6464051109e-01,-6.8325722609e-01,-7.5599253841e-01,-7.0427203127e-01,-6.5432463698e-01,-6.0305020589e-01
256,2.5600,-9.4062007923e-01,-8.5308211539e-01,-7.7088190788e-01,-6.8885770530e-01,-7.6217115876e-01,-7.1003563481e-01,-6.5968326611e-01,-6.0798896885e-01
257,2.5700,-9.4800773949e-01,-8.5982853937e-01,-7.7701111192e-01,-6.9435709125e-01,-7.6823894792e-01,-7.1569515008e-01,-6.6494419803e-01,-6.1283646361e-01
258,2.5800,-9.5547536239e-01,-8.6664541863e-01,-7.8320239394e-01,-6.9991074523e-01,-7.7436772100e-01,-7.2141108870e-01,-6.7025734100e-01,-6.1773204209e-01
259,2.5900,-9.6160820315e-01,-8.7225482549e-01,-7.8830431121e-01,-7.0449137535e-01,-7.7942032580e-01,-7.2612349141e-01,-6.7463653424e-01,-6.2176452073e-01
260,2.6000,-9.6744795230e-01,-8.7759892379e-01,-7.9316690160e-01,-7.0885836084e-01,-7.8423663581e-01,-7.3061539840e-01,-6.7881032043e-01,-6.2560688773e-01
261,2.6100,-9.7329192306e-01,-8.8294397230e-01,-7.9802787484e-01,-7.1322165079e-01,-7.8905091664e-01,-7.3510423294e-01,-6.8298017896e-01,-6.2944460141e-01
262,2.6200,-9.7910601352e-01,-8.8826156115e-01,-8.0286365107e-01,-7.1756198300e-01,-7.9384026521e-01,-7.3956951167e-01,-6.8712779879e-01,-6.3326141412e-01
263,2.6300,-9.8486515339e-01,-8.9352880825e-01,-8.0765339739e-01,-7.2186055024e-01,-7.9858410351e-01,-7.4399187551e-01,-6.9123498873e-01,-6.3704032035e-01
264,2.6400,-9.9061864820e-01,-8.9879097265e-01,-8.1243858062e-01,-7.2615506094e-01,-8.0332344275e-01,-7.4841004491e-01,-6.9533827104e-01,-6.4081560545e-01
265,2.6500,-9.9636233318e-01,-9.0404346416e-01,-8.1721443851e-01,-7.3044078090e-01,-8.0805346476e-01,-7.5281929474e-01,-6.9943305236e-01,-6.4458285147e-01
266,2.6600,-1.0021663750e+00,-9.0934843628e-01,-8.2203590887e-01,-7.3476578341e-01,-8.1282819018e-01,-7.5726958229e-01,-7.0356551708e-01,-6.4838452599e-01
267,2.6700,-1.0078581621e+00,-9.1455161648e-01,-8.2676535939e-01,-7.3900838904e-01,-8.1751210972e-01,-7.6163484853e-01,-7.0761846312e-01,-6.5211222938e-01
268,2.6800,-1.0135863554e+00,-9.1978773615e-01,-8.3152463184e-01,-7.4327784063e-01,-8.2222546890e-01,-7.6602776448e-01,-7.1169737738e-01,-6.5586422309e-01
269,2.6900,-1.0193231844e+00,-9.2503088724e-01,-8.3628955565e-01,-7.4755169535e-01,-8.2694428079e-01,-7.7042544117e-01,-7.1578042839e-01,-6.5961975925e-01
270,2.7000,-1.0261219329e+00,-9.3124497325e-01,-8.4193851165e-01,-7.5262176008e-01,-8.3253774424e-01,-7.7564219570e-01,-7.2062863156e-01,-6.6408489983e-01
271,2.7100,-1.0331622771e+00,-9.3768114832e-01,-8.4779056239e-01,-7.5787533204e-01,-8.3833243726e-01,-7.8104742532e-01,-7.2565277605e-01,-6.6871290358e-01
272,2.7200,-1.0401293959e+00,-9.4405086759e-01,-8.5358245218e-01,-7.6307492061e-01,-8.4406773620e-01,-7.8639699791e-01,-7.3062480596e-01,-6.7329235442e-01
273,2.7300,-1.0470812932e+00,-9.5040422310e-01,-8.5935719525e-01,-7.6825687206e-01,-8.4978570241e-01,-7.9172912769e-01,-7.3557938624e-01,-6.7785445070e-01
274,2.7400,-1.0539004996e+00,-9.5663563809e-01,-8.6502010791e-01,-7.7333702736e-01,-8.5539304271e-01,-7.9695676575e-01,-7.4043535225e-01,-6.8232390397e-01
275,2.7500,-1.0606048523e+00,-9.6276082982e-01,-8.7058497933e-01,-7.7832734108e-01,-8.6090328252e-01,-8.0209238228e-01,-7.4520419153e-01,-6.8671123543e-01
276,2.7600,-1.0671985237e+00,-9.6878343374e-01,-8.7605503992e-01,-7.8323072890e-01,-8.6631959831e-01,-8.0713897779e-01,-7.4988875895e-01,-6.9101917289e-01
277,2.7700,-1.0738517585e+00,-9.7485954429e-01,-8.8157315951e-01,-7.8817698430e-01,-8.7178328999e-01,-8.1222985503e-01,-7.5461470995e-01,-6.9536561240e-01
278,2.7800,-1.0804186792e+00,-9.8085504170e-01,-8.8701609865e-01,-7.9305354172e-01,-8.7717238877e-01,-8.1724960533e-01,-7.5927289306e-01,-6.9964774065e-01
279,2.7900,-1.0869223359e+00,-9.8679290382e-01,-8.9240667109e-01,-7.9788293133e-01,-8.8250977009e-01,-8.2222077485e-01,-7.6388548677e-01,-7.0388730263e-01
280,2.8000,-1.0933546867e+00,-9.9266541612e-01,-8.9773748284e-01,-8.0265810650e-01,-8.8778804694e-01,-8.2713624442e-01,-7.6844563314e-01,-7.0807771535e-01
281,2.8100,-1.0987079984e+00,-9.9755966374e-01,-9.0218413604e-01,-8.0664232531e-01,-8.9219270918e-01,-8.3123628455e-01,-7.7224630185e-01,-7.1156579809e-01
282,2.8200,-1.1036910870e+00,-1.0021174862e+00,-9.0632611466e-01,-8.1035351036e-01,-8.9629617391e-01,-8.3505503811e-01,-7.7578490059e-01,-7.1481151204e-01
283,2.8300,-1.1088893976e+00,-1.0068692757e+00,-9.1064244372e-01,-8.1421990220e-01,-9.0057157464e-01,-8.3903417808e-01,-7.7947286400e-01,-7.1819543778e-01
284,2.8400,-1.1146953826e+00,-1.0121785006e+00,-9.1546774101e-01,-8.1854591782e-01,-9.0535047577e-01,-8.4348595092e-01,-7.8360321670e-01,-7.2199035774e-01
285,2.8500,-1.1203994340e+00,-1.0173951822e+00,-9.2020932651e-01,-8.2279695313e-01,-9.1004679449e-01,-8.4786034215e-01,-7.8766116590e-01,-7.2571791433e-01
286,2.8600,-1.1260039387e+00,-1.0225203370e+00,-9.2486697198e-01,-8.2697163112e-01,-9.1466006586e-01,-8.5215634334e-01,-7.9164519979e-01,-7.2937611582e-01
287,2.8700,-1.1315987684e+00,-1.0276342195e+00,-9.2951220626e-01,-8.3113311397e-01,-9.1926070193e-01,-8.5643941648e-01,-7.9561613849e-01,-7.3302116619e-01
288,2.8800,-1.1371575159e+00,-1.0327148074e+00,-9.3412679735e-01,-8.3526660696e-01,-9.2383102010e-01,-8.6069378139e-01,-7.9955992770e-01,-7.3664066388e-01
289,2.8900,-1.1427976221e+00,-1.0378683277e+00,-9.3880679873e-01,-8.3945839170e-01,-9.2846580842e-01,-8.6500837349e-01,-8.0355998781e-01,-7.4031251522e-01
290,2.9000,-1.1484202870e+00,-1.0430054179e+00,-9.4347144989e-01,-8.4363601530e-01,-9.3308535248e-01,-8.6930849597e-01,-8.0754634705e-01,-7.4397147302e-01
291,2.9100,-1.1539163491e+00,-1.0480245842e+00,-9.4802639291e-01,-8.4771217726e-01,-9.3759608844e-01,-8.7350499999e-01,-8.1143410459e-01,-7.4753697975e-01
